,CreationDate,Title,Tags
14221,2020-04-16 12:06:32.130,What is the food chemistry of aquafaba?,vegan
14221,2020-04-16 12:06:32.130,What is the food chemistry of aquafaba?,chickpeas
14222,2020-04-16 12:20:20.510,,
14223,2020-04-16 12:24:05.010,,
14224,2020-04-16 13:36:28.620,,
14225,2020-04-16 15:03:55.837,,
14226,2020-04-16 15:33:31.810,"I have some cranberry juice that developed some dark spots under the lid, is it still considered safe to drink?",spoilage
14227,2020-04-16 15:41:05.767,,
14228,2020-04-16 17:35:56.763,,
14229,2020-04-16 17:41:05.817,Cast Iron Skillet Loses Seasoning After Cooking Chicken?,chicken
14229,2020-04-16 17:41:05.817,Cast Iron Skillet Loses Seasoning After Cooking Chicken?,oil
14229,2020-04-16 17:41:05.817,Cast Iron Skillet Loses Seasoning After Cooking Chicken?,cast-iron
14229,2020-04-16 17:41:05.817,Cast Iron Skillet Loses Seasoning After Cooking Chicken?,seasoning-pans
14230,2020-04-16 19:03:15.263,Dry milk substitutions?,baking
14230,2020-04-16 19:03:15.263,Dry milk substitutions?,substitutions
14231,2020-04-16 19:53:09.727,,
14232,2020-04-16 20:01:51.260,,
14233,2020-04-16 20:10:33.647,,
14234,2020-04-16 20:34:16.640,,
14235,2020-04-17 00:17:41.863,Is eating soap or bleach dangerous?,food-safety
14235,2020-04-17 00:17:41.863,Is eating soap or bleach dangerous?,cleaning
14235,2020-04-17 00:17:41.863,Is eating soap or bleach dangerous?,milk
14235,2020-04-17 00:17:41.863,Is eating soap or bleach dangerous?,boiling
14235,2020-04-17 00:17:41.863,Is eating soap or bleach dangerous?,chemistry
14236,2020-04-17 04:27:06.390,,
14237,2020-04-17 09:08:21.230,,
14238,2020-04-17 09:47:59.323,,
14239,2020-04-17 10:07:01.807,,
14240,2020-04-17 14:19:03.967,,
14241,2020-04-17 14:42:23.700,Breading Asparagus,breadcrumbs
14241,2020-04-17 14:42:23.700,Breading Asparagus,asparagus
14242,2020-04-17 15:48:08.647,,
14243,2020-04-17 16:12:51.583,Soda and yeast both in pretzels,yeast
14243,2020-04-17 16:12:51.583,Soda and yeast both in pretzels,leavening
14243,2020-04-17 16:12:51.583,Soda and yeast both in pretzels,pretzels
14244,2020-04-17 16:46:33.453,,
14245,2020-04-17 17:10:28.703,Is induction cooktop supposed to heat with pauses?,cookware
14245,2020-04-17 17:10:28.703,Is induction cooktop supposed to heat with pauses?,electric-stoves
14245,2020-04-17 17:10:28.703,Is induction cooktop supposed to heat with pauses?,induction
14246,2020-04-17 17:12:32.970,,
14247,2020-04-17 17:43:09.613,,
14248,2020-04-17 18:27:04.360,,
14249,2020-04-17 19:12:32.340,What is the meaning of a circle on induction cooktop?,cookware
14249,2020-04-17 19:12:32.340,What is the meaning of a circle on induction cooktop?,induction
14250,2020-04-17 20:00:24.713,can you can in a instant pot pressure cooker? is so is there specifics,canning
14251,2020-04-17 20:22:13.127,,
14252,2020-04-17 21:05:30.683,,
14253,2020-04-17 23:37:52.203,What is this celery like vegtable?,food-identification
14254,2020-04-18 02:06:24.920,replace ground almonds with flour?,flour
14255,2020-04-18 04:08:29.093,,
14256,2020-04-18 04:49:26.217,,
14257,2020-04-18 05:12:07.390,What kind of rice should I use to make Persian/Indian/Middle Eastern rice-based desserts?,rice
14257,2020-04-18 05:12:07.390,What kind of rice should I use to make Persian/Indian/Middle Eastern rice-based desserts?,indian-cuisine
14257,2020-04-18 05:12:07.390,What kind of rice should I use to make Persian/Indian/Middle Eastern rice-based desserts?,dessert
14257,2020-04-18 05:12:07.390,What kind of rice should I use to make Persian/Indian/Middle Eastern rice-based desserts?,middle-eastern-cuisine
14258,2020-04-18 06:15:04.747,Can I use orange juice to pasteurize egg whites?,substitutions
14258,2020-04-18 06:15:04.747,Can I use orange juice to pasteurize egg whites?,egg-whites
14258,2020-04-18 06:15:04.747,Can I use orange juice to pasteurize egg whites?,oranges
14258,2020-04-18 06:15:04.747,Can I use orange juice to pasteurize egg whites?,lemon-juice
14258,2020-04-18 06:15:04.747,Can I use orange juice to pasteurize egg whites?,pasteurization
14259,2020-04-18 10:45:46.070,,
14260,2020-04-18 14:34:02.000,,
14261,2020-04-18 14:37:31.197,Cleaning out residue from thread of sport mixer base,cleaning
14261,2020-04-18 14:37:31.197,Cleaning out residue from thread of sport mixer base,blender
14262,2020-04-18 15:32:02.843,What is the least amount of vinegar needed to fully curdle milk for cottage cheese?,cheese-making
14263,2020-04-18 15:53:57.890,,
14264,2020-04-18 17:07:16.140,,
14265,2020-04-18 17:12:13.540,Gotham Steel Pans,equipment
14265,2020-04-18 17:12:13.540,Gotham Steel Pans,induction
14266,2020-04-18 18:10:10.097,,
14267,2020-04-18 18:18:59.970,,
14268,2020-04-18 19:06:59.597,,
14269,2020-04-18 20:27:47.210,Why does Lasagna need to be baked?,baking
14269,2020-04-18 20:27:47.210,Why does Lasagna need to be baked?,lasagna
14270,2020-04-18 20:45:16.880,,
14271,2020-04-18 22:28:09.013,,
14272,2020-04-19 01:33:29.527,Oil constantly smoking. What is happening?,smoking
14273,2020-04-19 01:43:53.793,Making Dough: Preferment + Cold Rise - Necessary?,baking
14274,2020-04-19 04:49:27.723,,
14275,2020-04-19 11:07:15.507,,
14276,2020-04-19 11:17:00.577,,
14277,2020-04-19 12:22:12.923,,
14278,2020-04-19 15:14:18.043,Copper saute pan metal lining is melting?,copper-cookware
14279,2020-04-19 15:18:14.543,What is fine semolina? (For baghrir recipe),pancakes
14279,2020-04-19 15:18:14.543,What is fine semolina? (For baghrir recipe),blender
14279,2020-04-19 15:18:14.543,What is fine semolina? (For baghrir recipe),wheat
14280,2020-04-19 15:31:06.583,,
14281,2020-04-19 16:13:49.613,,
14282,2020-04-19 19:11:04.507,Make crispy brussel sprouts,brussels-sprouts
14283,2020-04-19 20:02:11.267,,
14284,2020-04-19 20:51:34.020,Should I use self-rising flour or all purpose flour for two ingredient pizza dough?,flour
14284,2020-04-19 20:51:34.020,Should I use self-rising flour or all purpose flour for two ingredient pizza dough?,pizza
14285,2020-04-19 21:26:19.467,,
14286,2020-04-20 01:04:27.363,Is the appetizer of a three-course meal always a salad?,traditional
14287,2020-04-20 01:14:12.127,,
14288,2020-04-20 05:02:27.313,,
14289,2020-04-20 05:59:10.170,How do i improve my hot and spicy chicken breast recipes so that the heat isn't an after taste?,spicy-hot
14289,2020-04-20 05:59:10.170,How do i improve my hot and spicy chicken breast recipes so that the heat isn't an after taste?,chicken-breast
14290,2020-04-20 08:06:50.943,,
14291,2020-04-20 08:30:12.520,,
14292,2020-04-20 09:04:10.407,,
14293,2020-04-20 09:43:50.603,,
14294,2020-04-20 11:57:17.770,,
14295,2020-04-20 15:42:21.723,,
14296,2020-04-20 16:40:59.167,,
14297,2020-04-20 17:05:12.260,,
14298,2020-04-20 17:34:08.060,,
14299,2020-04-20 18:42:42.310,,
14300,2020-04-20 19:35:26.573,ozone and its impact on cold fermentation,refrigerator
14300,2020-04-20 19:35:26.573,ozone and its impact on cold fermentation,fermentation
14301,2020-04-20 19:47:29.863,How to best zest a citrus fruit that was already halved and squeezed?,equipment
14301,2020-04-20 19:47:29.863,How to best zest a citrus fruit that was already halved and squeezed?,citrus
14302,2020-04-20 19:56:37.830,,
14303,2020-04-20 20:03:01.380,,
14304,2020-04-20 20:22:53.717,,
14305,2020-04-20 21:18:27.050,"Partially defrosted chicken in cold water, then defrosted the rest of the way in the fridge",food-safety
14305,2020-04-20 21:18:27.050,"Partially defrosted chicken in cold water, then defrosted the rest of the way in the fridge",chicken
14305,2020-04-20 21:18:27.050,"Partially defrosted chicken in cold water, then defrosted the rest of the way in the fridge",refrigerator
14305,2020-04-20 21:18:27.050,"Partially defrosted chicken in cold water, then defrosted the rest of the way in the fridge",defrosting
14306,2020-04-20 22:00:39.363,,
14307,2020-04-21 01:09:46.370,Kitchen Aid KSMC50S stand mixer attachments and dough hook,equipment
14307,2020-04-21 01:09:46.370,Kitchen Aid KSMC50S stand mixer attachments and dough hook,dough
14307,2020-04-21 01:09:46.370,Kitchen Aid KSMC50S stand mixer attachments and dough hook,stand-mixer
14308,2020-04-21 02:31:08.957,"I had ripe bananas so I peeled them, put them in Rubbermaid cont and in the fridge. Are they still ok to use?",bananas
14309,2020-04-21 02:42:23.750,,
14310,2020-04-21 03:59:15.540,,
14311,2020-04-21 03:59:15.540,,
14312,2020-04-21 06:05:58.827,,
14313,2020-04-21 06:13:30.517,,
14314,2020-04-21 09:36:08.387,How can I make cakes in 20Ltr ONIDA Black Diamond conventional microwave oven?,baking
14314,2020-04-21 09:36:08.387,How can I make cakes in 20Ltr ONIDA Black Diamond conventional microwave oven?,oven
14314,2020-04-21 09:36:08.387,How can I make cakes in 20Ltr ONIDA Black Diamond conventional microwave oven?,temperature
14314,2020-04-21 09:36:08.387,How can I make cakes in 20Ltr ONIDA Black Diamond conventional microwave oven?,sponge-cake
14315,2020-04-21 09:51:27.707,,
14316,2020-04-21 11:34:23.477,,
14317,2020-04-21 12:12:41.657,,
14318,2020-04-21 13:28:24.753,,
14319,2020-04-21 13:37:51.053,"How can I bake this ""filled pretzel""?",baking
14319,2020-04-21 13:37:51.053,"How can I bake this ""filled pretzel""?",oven
14319,2020-04-21 13:37:51.053,"How can I bake this ""filled pretzel""?",frozen
14320,2020-04-21 14:29:13.787,Can I laminate pasta dough with meat?,meat
14320,2020-04-21 14:29:13.787,Can I laminate pasta dough with meat?,dough
14320,2020-04-21 14:29:13.787,Can I laminate pasta dough with meat?,pasta
14321,2020-04-21 14:51:35.577,,
14322,2020-04-21 14:57:22.733,,
14323,2020-04-21 16:47:23.597,,
14324,2020-04-21 16:54:59.333,Use of traditional copper sauteuse pans,utensils
14324,2020-04-21 16:54:59.333,Use of traditional copper sauteuse pans,traditional
14325,2020-04-21 17:03:30.077,Why is my freshly ground coffee watery?,coffee
14326,2020-04-21 17:15:53.877,,
14327,2020-04-21 18:27:33.983,What is my Paella Pan made of?,temperature
14327,2020-04-21 18:27:33.983,What is my Paella Pan made of?,cleaning
14327,2020-04-21 18:27:33.983,What is my Paella Pan made of?,pan
14327,2020-04-21 18:27:33.983,What is my Paella Pan made of?,non-stick
14328,2020-04-21 18:41:21.133,,
14329,2020-04-21 19:17:33.440,"What is ""dumpling soit""?",dumplings
14330,2020-04-21 19:24:13.053,,
14331,2020-04-21 19:28:31.437,,
14332,2020-04-21 20:44:17.257,,
14333,2020-04-21 22:24:42.180,Using old vanilla beans,storage-lifetime
14333,2020-04-21 22:24:42.180,Using old vanilla beans,vanilla
14334,2020-04-21 22:34:52.700,non-grain options in sourdough starter,yeast
14334,2020-04-21 22:34:52.700,non-grain options in sourdough starter,sourdough
14334,2020-04-21 22:34:52.700,non-grain options in sourdough starter,dried-fruit
14335,2020-04-22 00:03:22.430,,
14336,2020-04-22 00:15:36.030,Melted plastic wrap in oven at high temp,oven
14336,2020-04-22 00:15:36.030,Melted plastic wrap in oven at high temp,cooking-safety
14336,2020-04-22 00:15:36.030,Melted plastic wrap in oven at high temp,safety
14337,2020-04-22 00:48:58.780,,
14338,2020-04-22 00:53:04.590,,
14339,2020-04-22 00:59:02.207,,
14340,2020-04-22 01:01:17.710,,
14341,2020-04-22 01:17:20.220,why does my sourdough bread have lumps of flour,bread
14341,2020-04-22 01:17:20.220,why does my sourdough bread have lumps of flour,sourdough
14342,2020-04-22 05:06:12.857,Can you eat red tomatoes' seeds that turned black?,tomatoes
14343,2020-04-22 05:26:51.923,,
14344,2020-04-22 10:13:49.607,"When making cheese (e.g. Halloumi) from non-homogenized milk, are the dangers in non-homogenized milk neutralised?",food-safety
14344,2020-04-22 10:13:49.607,"When making cheese (e.g. Halloumi) from non-homogenized milk, are the dangers in non-homogenized milk neutralised?",milk
14344,2020-04-22 10:13:49.607,"When making cheese (e.g. Halloumi) from non-homogenized milk, are the dangers in non-homogenized milk neutralised?",cheese-making
14345,2020-04-22 10:54:54.990,KitchenAid beater stuck on new machine,kitchen
14346,2020-04-22 11:02:59.017,,
14347,2020-04-22 11:14:19.457,red velvet cake - cake flour?,cake
14347,2020-04-22 11:14:19.457,red velvet cake - cake flour?,flour
14348,2020-04-22 11:21:46.640,,
14349,2020-04-22 11:27:06.157,,
14350,2020-04-22 12:21:06.187,,
14351,2020-04-22 13:04:28.907,,
14352,2020-04-22 14:17:53.530,,
14353,2020-04-22 14:23:08.613,Premixed ingredients for yogurt,yogurt
14354,2020-04-22 14:24:10.180,Substitute for demerara sugar in cookie recipe,baking
14354,2020-04-22 14:24:10.180,Substitute for demerara sugar in cookie recipe,substitutions
14354,2020-04-22 14:24:10.180,Substitute for demerara sugar in cookie recipe,sugar
14355,2020-04-22 14:31:17.380,,
14356,2020-04-22 14:39:10.863,,
14357,2020-04-22 14:41:00.567,,
14358,2020-04-22 14:45:43.733,Flour types and their effects in levain,bread
14358,2020-04-22 14:45:43.733,Flour types and their effects in levain,flour
14358,2020-04-22 14:45:43.733,Flour types and their effects in levain,sourdough
14358,2020-04-22 14:45:43.733,Flour types and their effects in levain,sourdough-starter
14359,2020-04-22 15:45:06.547,,
14360,2020-04-22 16:28:53.920,Can I use unpasteurized store bought miso to make more miso?,fermentation
14360,2020-04-22 16:28:53.920,Can I use unpasteurized store bought miso to make more miso?,beans
14360,2020-04-22 16:28:53.920,Can I use unpasteurized store bought miso to make more miso?,chickpeas
14361,2020-04-22 18:13:35.717,,
14362,2020-04-22 19:18:49.043,,
14363,2020-04-22 19:21:38.497,,
14364,2020-04-22 19:29:30.907,,
14365,2020-04-22 20:28:01.583,,
14366,2020-04-22 21:28:52.360,Help! Too much salt in my sourdough dough!,salt
14366,2020-04-22 21:28:52.360,Help! Too much salt in my sourdough dough!,sourdough
14367,2020-04-22 21:52:36.547,,
14368,2020-04-22 22:10:12.373,,
14369,2020-04-22 22:10:15.913,Whipped cream from milk powder,cream
14369,2020-04-22 22:10:15.913,Whipped cream from milk powder,whipped-cream
14370,2020-04-23 01:43:19.460,Baking cake in one pan instead of splitting into two,cake
14371,2020-04-23 05:32:29.583,Intense mushrooms carbonation while fermenting,fermentation
14371,2020-04-23 05:32:29.583,Intense mushrooms carbonation while fermenting,mushrooms
14371,2020-04-23 05:32:29.583,Intense mushrooms carbonation while fermenting,carbonation
14372,2020-04-23 06:31:04.550,,
14373,2020-04-23 06:48:43.230,,
14374,2020-04-23 07:27:01.413,,
14375,2020-04-23 10:39:00.703,,
14376,2020-04-23 11:39:47.110,,
14377,2020-04-23 12:31:19.900,"Ground beef stays pink for 10 days, doesn’t seem right",beef
14377,2020-04-23 12:31:19.900,"Ground beef stays pink for 10 days, doesn’t seem right",freshness
14377,2020-04-23 12:31:19.900,"Ground beef stays pink for 10 days, doesn’t seem right",ground
14378,2020-04-23 12:44:37.490,,
14379,2020-04-23 12:59:50.320,How much cayenne powder contributes the same spiciness as one minced habanero?,substitutions
14379,2020-04-23 12:59:50.320,How much cayenne powder contributes the same spiciness as one minced habanero?,ingredient-selection
14380,2020-04-23 13:21:02.677,,
14381,2020-04-23 13:23:25.257,,
14382,2020-04-23 13:50:14.297,,
14383,2020-04-23 17:52:11.780,,
14384,2020-04-23 17:59:13.820,,
14385,2020-04-23 19:16:54.267,Can you sub collagen protein for whey protein isolate in baking?,baking
14385,2020-04-23 19:16:54.267,Can you sub collagen protein for whey protein isolate in baking?,gluten-free
14385,2020-04-23 19:16:54.267,Can you sub collagen protein for whey protein isolate in baking?,whey
14386,2020-04-23 20:11:49.980,What's the best way to cook JD biscuit rollups?,frozen
14386,2020-04-23 20:11:49.980,What's the best way to cook JD biscuit rollups?,biscuits
14387,2020-04-23 20:11:49.980,,
14388,2020-04-23 23:19:09.653,Cast iron pan rusts during seasoning,cast-iron
14388,2020-04-23 23:19:09.653,Cast iron pan rusts during seasoning,seasoning-pans
14389,2020-04-23 23:21:00.173,,
14390,2020-04-24 00:41:42.710,,
14391,2020-04-24 01:34:10.503,,
14392,2020-04-24 02:30:38.953,Can you heat up a pudding mixture with cool whip?,heat
14392,2020-04-24 02:30:38.953,Can you heat up a pudding mixture with cool whip?,pudding
14393,2020-04-24 04:24:25.507,,
14394,2020-04-24 04:41:58.420,Help! I poured the syrup over my Baklava before I baked it. Is it ruined?,baking
14394,2020-04-24 04:41:58.420,Help! I poured the syrup over my Baklava before I baked it. Is it ruined?,syrup
14395,2020-04-24 05:32:13.463,,
14396,2020-04-24 06:06:04.953,,
14397,2020-04-24 07:13:47.340,,
14398,2020-04-24 08:21:23.423,,
14399,2020-04-24 09:17:17.747,,
14400,2020-04-24 09:59:32.417,,
14401,2020-04-24 12:00:35.830,Why is DIY yogurt not as stable as sourdough starter?,yogurt
14402,2020-04-24 12:20:29.543,Why does bread flour have lower protein content than all-purpose flour?,bread
14402,2020-04-24 12:20:29.543,Why does bread flour have lower protein content than all-purpose flour?,flour
14403,2020-04-24 12:28:34.783,,
14404,2020-04-24 12:35:56.297,,
14405,2020-04-24 12:51:52.573,,
14406,2020-04-24 15:12:18.910,Extracting flavor of ginger in cooking,oil
14406,2020-04-24 15:12:18.910,Extracting flavor of ginger in cooking,indian-cuisine
14406,2020-04-24 15:12:18.910,Extracting flavor of ginger in cooking,garlic
14406,2020-04-24 15:12:18.910,Extracting flavor of ginger in cooking,water
14406,2020-04-24 15:12:18.910,Extracting flavor of ginger in cooking,ginger
14407,2020-04-24 15:18:37.427,,
14408,2020-04-24 20:16:33.800,"While frying the cheese garlic bread on a frying pan, can a silver foil prevent the base of bread from burning?",bread
14409,2020-04-24 20:17:27.110,Is it better to air fry and refrigerate my wings or to wait to air fry them tomorrow?,storage
14409,2020-04-24 20:17:27.110,Is it better to air fry and refrigerate my wings or to wait to air fry them tomorrow?,chicken-wings
14410,2020-04-24 20:45:49.533,Does 2% milk make decent cheese?,milk
14410,2020-04-24 20:45:49.533,Does 2% milk make decent cheese?,cheese-making
14411,2020-04-24 21:10:30.623,,
14412,2020-04-24 21:45:36.263,,
14413,2020-04-24 22:11:04.950,,
14414,2020-04-24 23:12:23.487,,
14415,2020-04-25 01:17:51.097,Shaping baguettes using three folds vs. rolling it up?,baking
14415,2020-04-25 01:17:51.097,Shaping baguettes using three folds vs. rolling it up?,bread
14415,2020-04-25 01:17:51.097,Shaping baguettes using three folds vs. rolling it up?,french-cuisine
14416,2020-04-25 02:43:35.310,,
14417,2020-04-25 02:53:22.523,How to soft boil eggs with a countertop egg steamer?,eggs
14417,2020-04-25 02:53:22.523,How to soft boil eggs with a countertop egg steamer?,temperature
14417,2020-04-25 02:53:22.523,How to soft boil eggs with a countertop egg steamer?,cooking-time
14417,2020-04-25 02:53:22.523,How to soft boil eggs with a countertop egg steamer?,steaming
14417,2020-04-25 02:53:22.523,How to soft boil eggs with a countertop egg steamer?,soft-boiled-eggs
14418,2020-04-25 03:13:59.313,Should I be able use a metal wok spatula on a seasoned wok?,chinese-cuisine
14418,2020-04-25 03:13:59.313,Should I be able use a metal wok spatula on a seasoned wok?,seasoning-pans
14418,2020-04-25 03:13:59.313,Should I be able use a metal wok spatula on a seasoned wok?,thai-cuisine
14418,2020-04-25 03:13:59.313,Should I be able use a metal wok spatula on a seasoned wok?,wok
14419,2020-04-25 04:28:13.367,,
14420,2020-04-25 05:44:17.603,,
14421,2020-04-25 11:23:16.207,Lack of structure in a no-knead pizza,bread
14421,2020-04-25 11:23:16.207,Lack of structure in a no-knead pizza,pizza
14421,2020-04-25 11:23:16.207,Lack of structure in a no-knead pizza,italian-cuisine
14421,2020-04-25 11:23:16.207,Lack of structure in a no-knead pizza,kneading
14421,2020-04-25 11:23:16.207,Lack of structure in a no-knead pizza,focaccia
14422,2020-04-25 11:25:55.460,how can I store uncooked rice,rice
14422,2020-04-25 11:25:55.460,how can I store uncooked rice,storage
14423,2020-04-25 12:40:02.367,,
14424,2020-04-25 12:43:30.053,Baking lots of bread - keeping a yeast starter,bread
14424,2020-04-25 12:43:30.053,Baking lots of bread - keeping a yeast starter,yeast
14425,2020-04-25 12:58:37.237,Peanutbutter cookie dough problem,dough
14425,2020-04-25 12:58:37.237,Peanutbutter cookie dough problem,cookies
14426,2020-04-25 13:37:22.957,,
14427,2020-04-25 13:49:57.497,Water on top of biga,baking
14427,2020-04-25 13:49:57.497,Water on top of biga,bread
14427,2020-04-25 13:49:57.497,Water on top of biga,spoilage
14427,2020-04-25 13:49:57.497,Water on top of biga,biga
14428,2020-04-25 15:02:43.113,Why are the pans mostly black?,pan
14428,2020-04-25 15:02:43.113,Why are the pans mostly black?,frying-pan
14429,2020-04-25 15:16:01.310,,
14430,2020-04-25 15:35:42.213,,
14431,2020-04-25 16:38:28.330,,
14432,2020-04-25 16:46:30.977,Kneading causing gluten,food-science
14432,2020-04-25 16:46:30.977,Kneading causing gluten,vital-wheat-gluten
14433,2020-04-25 17:03:19.340,,
14434,2020-04-25 18:31:51.883,How to use sourdough starter?,baking
14434,2020-04-25 18:31:51.883,How to use sourdough starter?,fermentation
14434,2020-04-25 18:31:51.883,How to use sourdough starter?,sourdough
14434,2020-04-25 18:31:51.883,How to use sourdough starter?,sourdough-starter
14434,2020-04-25 18:31:51.883,How to use sourdough starter?,starter
14435,2020-04-25 18:48:43.467,,
14436,2020-04-25 19:18:31.633,,
14437,2020-04-25 20:06:37.627,,
14438,2020-04-25 20:55:25.123,,
14439,2020-04-25 21:15:40.007,Frozen yogurt with inverted sugar,yogurt
14439,2020-04-25 21:15:40.007,Frozen yogurt with inverted sugar,frozen
14439,2020-04-25 21:15:40.007,Frozen yogurt with inverted sugar,frozen-yogurt
14440,2020-04-25 21:36:11.260,White sauce with a deliberate raw-flour taste,sauce
14440,2020-04-25 21:36:11.260,White sauce with a deliberate raw-flour taste,flour
14441,2020-04-25 21:42:44.893,,
14442,2020-04-25 22:04:29.943,,
14443,2020-04-25 22:17:27.577,,
14444,2020-04-26 00:07:55.780,Separating gelatin from Jell-O powder,food-science
14444,2020-04-26 00:07:55.780,Separating gelatin from Jell-O powder,chemistry
14444,2020-04-26 00:07:55.780,Separating gelatin from Jell-O powder,gelatin
14445,2020-04-26 00:37:20.613,,
14446,2020-04-26 03:35:25.323,"Why cut and discard the base of asparagus, before dipping in water?",asparagus
14447,2020-04-26 05:19:56.857,,
14448,2020-04-26 05:19:56.857,,
14449,2020-04-26 07:30:34.850,White stuff on the top of my apple cider vinegar?,food-safety
14449,2020-04-26 07:30:34.850,White stuff on the top of my apple cider vinegar?,vinegar
14449,2020-04-26 07:30:34.850,White stuff on the top of my apple cider vinegar?,mold
14450,2020-04-26 07:31:50.470,,
14451,2020-04-26 08:00:30.267,,
14452,2020-04-26 08:14:14.913,,
14453,2020-04-26 09:14:08.923,Is my green pickled garlic edible?,food-safety
14454,2020-04-26 09:18:59.557,,
14455,2020-04-26 10:25:10.890,Alternatives to onion gravy,substitutions
14455,2020-04-26 10:25:10.890,Alternatives to onion gravy,onions
14455,2020-04-26 10:25:10.890,Alternatives to onion gravy,gravy
14456,2020-04-26 10:41:41.297,,
14457,2020-04-26 11:30:02.747,"Why does salt used for fish dishes have the shape of large ""flakes"" instead of small corns of salt, as normal table salt?",fish
14457,2020-04-26 11:30:02.747,"Why does salt used for fish dishes have the shape of large ""flakes"" instead of small corns of salt, as normal table salt?",salt
14458,2020-04-26 11:37:01.853,,
14459,2020-04-26 13:14:46.613,Is Virginia creeper safe to eat?,herbs
14459,2020-04-26 13:14:46.613,Is Virginia creeper safe to eat?,history
14460,2020-04-26 14:12:53.967,"Can I make ""starter"" with active dry yeast?",baking
14460,2020-04-26 14:12:53.967,"Can I make ""starter"" with active dry yeast?",bread
14460,2020-04-26 14:12:53.967,"Can I make ""starter"" with active dry yeast?",yeast
14460,2020-04-26 14:12:53.967,"Can I make ""starter"" with active dry yeast?",cultured-food
14461,2020-04-26 14:26:03.653,,
14462,2020-04-26 14:51:36.733,,
14463,2020-04-26 16:17:30.137,what noise is the water boiling pot making when boiling water?,food-science
14463,2020-04-26 16:17:30.137,what noise is the water boiling pot making when boiling water?,boiling
14463,2020-04-26 16:17:30.137,what noise is the water boiling pot making when boiling water?,water
14463,2020-04-26 16:17:30.137,what noise is the water boiling pot making when boiling water?,stove
14464,2020-04-26 22:33:57.263,,
14465,2020-04-27 01:00:21.503,,
14466,2020-04-27 01:17:16.460,,
14467,2020-04-27 01:53:35.230,,
14468,2020-04-27 07:21:06.457,,
14469,2020-04-27 12:41:20.837,,
14470,2020-04-27 12:41:20.837,,
14471,2020-04-27 15:39:17.460,,
14472,2020-04-27 15:58:13.867,,
14473,2020-04-27 18:15:38.797,,
14474,2020-04-27 20:21:16.443,,
14475,2020-04-27 21:19:19.977,,
14476,2020-04-27 21:41:44.513,,
14477,2020-04-28 00:38:03.260,,
14478,2020-04-28 05:39:31.273,"1/4 cup of rice not measuring to be 45g, turns out to be 30g",rice
14478,2020-04-28 05:39:31.273,"1/4 cup of rice not measuring to be 45g, turns out to be 30g",measurements
14479,2020-04-28 06:58:34.437,,
14480,2020-04-28 08:57:40.310,Sous-Vide cook out juices,sous-vide
14480,2020-04-28 08:57:40.310,Sous-Vide cook out juices,glaze
14481,2020-04-28 10:13:00.137,,
14482,2020-04-28 10:45:45.810,,
14483,2020-04-28 11:03:31.547,Why are there egg whites over my yolk when I try to make a sunny side up fried egg?,fried-eggs
14484,2020-04-28 11:58:42.187,,
14485,2020-04-28 12:38:16.217,What are the different parts of a zester called?,equipment
14485,2020-04-28 12:38:16.217,What are the different parts of a zester called?,language
14486,2020-04-28 12:55:47.250,,
14487,2020-04-28 13:24:17.777,damaged microwave door,food-safety
14487,2020-04-28 13:24:17.777,damaged microwave door,oven
14487,2020-04-28 13:24:17.777,damaged microwave door,microwave
14488,2020-04-28 13:47:49.767,,
14489,2020-04-28 13:50:02.380,,
14490,2020-04-28 14:08:50.800,,
14491,2020-04-28 16:00:14.543,,
14492,2020-04-28 16:01:12.790,,
14493,2020-04-28 18:34:25.197,Weight of a large egg,baking
14494,2020-04-28 19:26:52.497,,
14495,2020-04-28 20:27:41.060,,
14496,2020-04-28 20:51:17.053,,
14497,2020-04-28 21:06:16.933,,
14498,2020-04-28 21:34:55.210,,
14499,2020-04-28 21:51:37.253,,
14500,2020-04-28 23:00:39.677,,
14501,2020-04-29 01:00:56.247,"If evaporated milk is mixed with water, does it have the same calcium and vitamin D amounts as regular milk?",substitutions
14501,2020-04-29 01:00:56.247,"If evaporated milk is mixed with water, does it have the same calcium and vitamin D amounts as regular milk?",evaporated-milk
14502,2020-04-29 02:10:21.303,Is there a term for this distinction of sweet categories?,flavor
14502,2020-04-29 02:10:21.303,Is there a term for this distinction of sweet categories?,sugar
14502,2020-04-29 02:10:21.303,Is there a term for this distinction of sweet categories?,sweet
14503,2020-04-29 02:37:16.350,,
14504,2020-04-29 04:01:48.423,How to know if I am stopping sharpening too early?,knives
14504,2020-04-29 04:01:48.423,How to know if I am stopping sharpening too early?,sharpening
14505,2020-04-29 08:34:26.490,,
14506,2020-04-29 08:44:04.887,Safe kitchen-ready materials to drill holes in for tofu press?,food-safety
14506,2020-04-29 08:44:04.887,Safe kitchen-ready materials to drill holes in for tofu press?,tofu
14507,2020-04-29 09:33:25.747,How long will corm vegetables last in a refrigerator and should they be wrapped?,vegetables
14507,2020-04-29 09:33:25.747,How long will corm vegetables last in a refrigerator and should they be wrapped?,storage-lifetime
14508,2020-04-29 09:48:42.553,,
14509,2020-04-29 09:58:02.843,,
14510,2020-04-29 10:26:31.653,Sourdough starters with different smells - is this normal?,bread
14510,2020-04-29 10:26:31.653,Sourdough starters with different smells - is this normal?,sourdough
14511,2020-04-29 10:33:16.243,,
14512,2020-04-29 10:35:46.393,,
14513,2020-04-29 10:57:02.637,,
14514,2020-04-29 11:05:35.050,,
14515,2020-04-29 11:25:51.150,,
